DATASET,DATASET,DATASET,DATASET,DATASET,RESOURCE,RESOURCE,RESOURCE
Group (Topics),Organization,Tags (comma-separated),Dataset Name,Dataset Description,Resource Name,Resource Description,Resource URL
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Facturación,Incluye información de facturación del IDAAN.,FACTURACION-TARIFA-Y-COMPENSACION-DEFICIENCIA-DEL-SERVICIO-DE-ALCANTARILLADO-POR-SECTOR-Y-REGIONAL,,http://tabulario.s3.amazonaws.com/Data/IDAAN/FACTURACI%C3%93N-TARIFA-Y-COMPENSACION-DEFICIENCIA-DEL-SERVICIO-DE-ALCANTARILLADO-POR-SECTOR-Y-REGIONAL.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Facturación,Incluye información de facturación del IDAAN.,FACTURACION-TOTAL-CARGO-AGUA-POR-SECTOR-Y-VARIACIONES-MENSUALES-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/FACTURACI%C3%93N-TOTAL-CARGO-AGUA-POR-SECTOR-Y-VARIACIONES-MENSUALES-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Facturación,Incluye información de facturación del IDAAN.,FACTURACION-TOTAL-CARGO-AGUA-POR-SECTOR-Y-VARIACIONES-MENSUALES,,http://tabulario.s3.amazonaws.com/Data/IDAAN/FACTURACI%C3%93N-TOTAL-CARGO-AGUA-POR-SECTOR-Y-VARIACIONES-MENSUALES.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Facturación,Incluye información de facturación del IDAAN.,FACTURACION-TOTAL-CLIENTES-MEDIDOS-MEDIDOR-PROMEDIADO-Y-NO-MEDIDOS-EN-BALBOAS-Y-VOLUMEN-EN-GALONES-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/FACTURACI%C3%93N-TOTAL-CLIENTES-MEDIDOS-MEDIDOR-PROMEDIADO-Y-NO-MEDIDOS-EN-BALBOAS-Y-VOLUM%C3%89N-EN-GALONES-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Facturación,Incluye información de facturación del IDAAN.,FACTURACION-TOTAL-CLIENTES-MEDIDOS-MEDIDOR-PROMEDIADO-Y-NO-MEDIDOS-EN-BALBOAS-Y-VOLUMEN-EN-GALONES,,http://tabulario.s3.amazonaws.com/Data/IDAAN/FACTURACI%C3%93N-TOTAL-CLIENTES-MEDIDOS-MEDIDOR-PROMEDIADO-Y-NO-MEDIDOS-EN-BALBOAS-Y-VOLUM%C3%89N-EN-GALONES.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2015-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2015-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2016-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2016-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Febrero 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Febrero_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Historial 2012,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Historial_2012.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe 2009,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_2009.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe 2010,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_2010.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe 2011,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_2011.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe 2012,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_2012.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe financiero 2009,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_financiero_2009.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe financiero 2010,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_financiero_2010.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe financiero 2011,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_financiero_2011.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe financiero 2012,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_financiero_2012.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe financiero enero 2017,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_financiero_enero_2017.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Finanzas Internas,Incluye informes financieros del IDAAN.,Informe financiero febrero 2017,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Informe_financiero_febrero_2017.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2015-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2015-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,julio 2016 para 1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/julio_2016%20(1).pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Julio 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Julio_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Junio 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Junio_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Junio 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Junio_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Junio 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Junio_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Junio 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Junio_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Junio 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Junio_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Junio 2016-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Junio_2016-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,junio 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/junio_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,listing-p,,http://tabulario.s3.amazonaws.com/Data/IDAAN/listing-p.csv
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2015-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2015-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2016-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2016-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Marzo 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Marzo_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2015-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2015-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2016-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2016-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, facturacion del estado",Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Mayo 2016-2,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Mayo_2016-2.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, memorias",Memorias,Incluye las memorias del IDAAN.,Memorias IDAAN 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Memorias_IDAAN_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, memorias",Memorias,Incluye las memorias del IDAAN.,Memorias IDAAN 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Memorias_IDAAN_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, memorias",Memorias,Incluye las memorias del IDAAN.,Memorias IDAAN 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Memorias_IDAAN_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, memorias",Memorias,Incluye las memorias del IDAAN.,Memorias IDAAN 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Memorias_idaan_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, contrataciones publicas",Reglas Internas,Incluye los reglamentos internos del IDAAN.,Norma Legal De Licitaciones y Compras,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Norma_Legal_De_Licitaciones_y_Compras.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2015-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2015-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2016-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2016-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Noviembre 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Noviembre_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2013-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2013-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2014-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2014-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2015-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2015-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2016-1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2016-1.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),agua,Balance Presupuestario,Incluye información del presupuesto interno del IDAAN.,Octubre 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Octubre_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Abril 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Abril_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Abril 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Abril_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Abril 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Abril_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Abril 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Abril_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Agosto 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Agosto_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Agosto 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Agosto_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Agosto 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Agosto_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Agosto 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Agosto_2016%20(1).pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Agosto 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Agosto_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Diciembre 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Diciembre_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Diciembre 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Diciembre_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas desarrollados diciembre 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_desarrollados_diciembre_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Enero 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Enero_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Enero 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Enero_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Enero 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Enero_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas desarrollados enero 2017,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_desarrollados_enero_2017.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Enero Febrero 2013 para 1,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Enero_Febrero_2013%20(1).pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Enero Febrero 2013,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Enero_Febrero_2013.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Febrero 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Febrero_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Febrero 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Febrero_2015.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Febrero 2016,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Febrero_2016.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas desarrollados febrero 2017,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_desarrollados_febrero_2017.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Julio 2014,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Julio_2014.pdf
Agua,Instituto de Alcantarillados y Acueductos Nacionales (IDAAN),"agua, ejecucion presupuestaria",Programas y Proyectos,Incluye información de programas y proyectos del IDAAN.,Programas Desarrollados Julio 2015,,http://tabulario.s3.amazonaws.com/Data/IDAAN/Programas_Desarrollados_Julio_2015.pdf
